checkout_id,member_id,book_id,checkout_date,return_date,first_name,last_name,grade,neighborhood,membership_status,join_date,total_books,title,author,genre,pages,publication_year,publisher
9303,1061,509,2025-12-23,2026-01-10,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,10,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press
9338,1072,501,2024-07-16,Unknown,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9343,1075,529,2024-10-04,2024-10-14,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,Riddles of the Red Sea,Sara Tantawy,Mystery,298,2017,Cairo Young Readers
9130,1024,503,2025-09-04,2025-09-17,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,The Lantern Maker,Adel Roushdy,Historical,259,2017,Nile Press
9192,1027,519,2025-09-26,2025-10-07,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9017,1018,519,2024-08-06,2024-08-11,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9266,1053,519,2024-06-01,2024-06-15,Adam,Shafik,9,Heliopolis,Active,2024-01-03,5,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9132,1035,511,2025-02-26,2025-03-13,Karim,Fahmy,9,Nasr City,Inactive,2025-06-26,1,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press
9015,1010,507,2025-09-02,2025-09-14,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9362,1079,507,2024-03-08,2024-04-07,Rana,Osman,8,Shubra,Active,2024-10-27,10,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9262,1054,524,2024-02-25,2024-03-22,Retaj,Fahmy,6,Heliopolis,Inactive,2024-03-21,6,The Weaver's Daughter,Laila Shokry,Historical,114,2016,Cairo Young Readers
9336,1061,528,2024-04-18,2024-05-15,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,10,The Glass Beehive,Mona Kholoussy,Nature,114,2010,Delta House
9105,1027,501,2025-03-05,2025-03-25,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9055,1015,525,2025-08-08,2025-08-27,Hamza,Sabry,7,Maadi,Inactive,2025-08-13,3,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9183,1027,532,2025-03-28,2025-04-10,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,The Last Bookmark,Samir Zohdy,Friendship,337,2017,Oasis Books
9049,1010,514,2025-09-08,Unknown,Nour,Nabil,6,Maadi,Active,2024-05-15,18,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023,Cairo Young Readers
9307,1072,501,2025-06-10,2025-07-09,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9166,1032,519,2024-01-15,2024-01-24,Nada,Zaki,7,Nasr City,Active,2025-10-19,6,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9155,1028,525,2025-07-12,2025-07-18,Hassan,Adel,9,Nasr City,Active,2025-11-12,3,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9240,1050,525,2025-07-25,2025-08-24,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9197,1030,501,2025-11-26,2025-12-01,Reem,Osman,9,Nasr City,Active,2025-04-01,16,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9375,1034,525,2025-10-27,2025-11-15,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9114,1034,516,2025-03-02,2025-03-17,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press
9077,1008,514,2024-07-28,2024-08-12,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023,Cairo Young Readers
9260,1044,518,2025-07-03,2025-07-27,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House
9059,1016,518,2025-06-28,2025-07-27,Dina,Rashad,8,Maadi,Active,2023-04-24,7,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House
9332,1062,522,2024-07-03,Unknown,Tarek,Adel,7,Zamalek,Active,2023-01-22,8,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers
9378,1018,501,2024-09-05,2024-09-21,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9179,1027,517,2024-11-19,2024-12-17,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,Shadows on the Corniche,Hani Nagati,Mystery,338,2015,Delta House
9126,1034,529,2024-10-22,2024-10-28,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Riddles of the Red Sea,Sara Tantawy,Mystery,298,2017,Cairo Young Readers
9072,1007,513,2025-03-05,2025-04-01,Sherif,Fouad,6,Maadi,Active,2025-08-18,4,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9080,1008,501,2024-03-20,2024-04-18,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9298,1065,507,2025-06-18,2025-07-11,Adam,Fahmy,6,Zamalek,Active,2025-07-12,18,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9087,1020,511,2025-12-03,2025-12-13,Rana,Fouad,6,Maadi,Active,2025-12-04,7,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press
9006,1018,507,2025-06-26,2025-07-01,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9309,1068,511,2024-11-24,2024-12-12,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,6,Winter in Alexandria,Farida Anwar,Historical,117,2016,Nile Press
9069,1010,505,2024-06-14,2024-07-10,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books
9216,1050,519,2024-08-07,Unknown,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9191,1027,505,2024-08-05,2024-08-29,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books
9013,1002,501,2024-02-16,2024-02-29,Fares,Saleh,9,Maadi,Active,Unknown,3,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9061,1016,505,2025-04-28,2025-05-20,Dina,Rashad,8,Maadi,Active,2023-04-24,7,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books
9295,1061,513,2025-12-12,2026-01-01,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,10,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9363,1079,507,2024-12-23,2025-01-15,Rana,Osman,8,Shubra,Active,2024-10-27,10,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9102,1010,502,2024-10-05,Unknown,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Desert Compass,Amina Darwish,Adventure,109,2018,Delta House
9287,1065,532,2024-04-26,2024-05-23,Adam,Fahmy,6,Zamalek,Active,2025-07-12,18,The Last Bookmark,Samir Zohdy,Friendship,337,2017,Oasis Books
9330,1072,513,2025-04-11,2025-05-09,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9178,1024,518,2025-08-21,2025-09-04,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House
9175,1027,513,2025-03-04,2025-03-27,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9267,1047,530,2024-12-05,2024-12-20,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Sandstone Key,Sara Tantawy,Adventure,208,2012,Oasis Books
9159,1030,501,2024-12-11,Unknown,Reem,Osman,9,Nasr City,Active,2025-04-01,16,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9037,1008,509,2024-01-02,2024-01-22,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press
9264,1059,507,2025-02-01,2025-02-13,Lina,Halim,7,Heliopolis,Active,2024-01-06,7,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9254,1059,501,2025-10-23,2025-11-07,Lina,Halim,7,Heliopolis,Active,2024-01-06,7,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9259,1057,501,2025-11-16,2025-11-30,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9010,1009,513,2025-07-22,2025-08-16,Hassan,Saleh,6,Maadi,Active,2025-04-25,2,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9347,1075,519,2025-07-17,2025-07-31,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9156,1032,503,2025-02-13,2025-03-14,Nada,Zaki,7,Nasr City,Active,2025-10-19,6,The Lantern Maker,Adel Roushdy,Historical,259,2017,Nile Press
9147,1028,512,2025-10-05,2025-11-01,Hassan,Adel,9,Nasr City,Active,2025-11-12,3,The Cartographer's Cat,Farida Anwar,Adventure,238,2022,Delta House
9125,1039,501,2025-06-17,Unknown,Nada,Riad,7,Nasr City,Active,Unknown,2,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9168,1030,513,2025-09-13,2025-09-23,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9270,1057,517,2024-12-08,2024-12-30,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,Shadows on the Corniche,Hani Nagati,Mystery,338,2015,Delta House
9068,1003,501,2025-11-14,2025-12-03,Bassel,Hegazy,6,Maadi,Active,2025-04-23,10,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9327,1065,513,2025-03-09,2025-04-01,Adam,Fahmy,6,Zamalek,Active,2025-07-12,18,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9273,1047,510,2024-12-07,2025-01-05,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers
9301,1062,519,2024-11-10,2024-11-23,Tarek,Adel,7,Zamalek,Active,2023-01-22,8,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9074,1003,501,2024-06-19,2024-07-06,Bassel,Hegazy,6,Maadi,Active,2025-04-23,10,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9368,1079,525,2025-02-12,2025-03-10,Rana,Osman,8,Shubra,Active,2024-10-27,10,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9233,1059,512,2024-12-08,2024-12-15,Lina,Halim,7,Heliopolis,Active,2024-01-06,7,The Cartographer's Cat,Farida Anwar,Adventure,238,2022,Delta House
9200,1060,509,2024-12-08,Unknown,Layla,Wahba,7,Heliopolis,Active,2024-03-26,2,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press
9349,1077,501,2024-03-04,2024-04-02,Lina,Rashad,6,Shubra,Active,2023-07-08,6,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9350,1080,501,2025-06-22,2025-07-17,Bassel,Wahba,9,Shubra,Active,2023-12-28,2,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9345,1075,507,2025-02-03,2025-03-01,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9195,1024,507,2025-02-22,2025-03-17,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9325,1072,519,2024-01-11,Unknown,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9245,1044,519,2024-12-13,2024-12-21,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9146,1034,509,2025-02-23,2025-03-14,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press
9379,1062,501,2024-12-18,2024-12-26,Tarek,Adel,7,Zamalek,Active,2023-01-22,8,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9374,1080,505,2024-08-05,2024-08-12,Bassel,Wahba,9,Shubra,Active,2023-12-28,2,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books
9107,1024,505,2024-09-24,2024-10-12,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Letters to the Nile,Aya Hafez,Historical,216,2024,Oasis Books
9029,1005,507,2025-03-07,2025-03-29,Youssef,Halim,9,Maadi,Active,2024-05-05,4,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9108,1024,507,2025-02-02,2025-02-27,Youssef,Hegazy,8,Nasr City,Inactive,2024-01-04,17,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9201,1055,531,2025-11-24,2025-12-16,Mostafa,Kamel,9,Heliopolis,Active,2025-01-04,3,Voices in the Library,Samir Zohdy,Friendship,272,2018,Oasis Books
9253,1058,507,2025-06-15,2025-07-10,Lina,Mansour,8,Heliopolis,Active,2025-07-20,4,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9334,1065,507,2025-12-20,2026-01-05,Adam,Fahmy,6,Zamalek,Active,2025-07-12,18,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9160,1030,501,2024-06-20,2024-07-07,Reem,Osman,9,Nasr City,Active,2025-04-01,16,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9180,1034,529,2024-07-27,2024-08-02,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Riddles of the Red Sea,Sara Tantawy,Mystery,298,2017,Cairo Young Readers
9344,1076,507,2024-09-12,Unknown,Dina,Wahba,7,Shubra,Active,2025-12-13,7,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9004,1013,519,2025-07-27,2025-08-16,Ziad,Fouad,9,Maadi,Active,2025-06-27,2,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9224,1057,513,2025-05-25,Unknown,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9235,1047,516,2024-02-16,Unknown,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press
9118,1030,507,2024-05-12,Unknown,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9381,1079,507,2025-05-30,2025-06-18,Rana,Osman,8,Shubra,Active,2024-10-27,10,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9071,1003,503,2024-03-25,2024-04-09,Bassel,Hegazy,6,Maadi,Active,2025-04-23,10,The Lantern Maker,Adel Roushdy,Historical,259,2017,Nile Press
9220,1047,507,2025-08-04,Unknown,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9167,1028,503,2025-12-24,2026-01-02,Hassan,Adel,9,Nasr City,Active,2025-11-12,3,The Lantern Maker,Adel Roushdy,Historical,259,2017,Nile Press
9320,1073,501,2025-07-19,2025-08-13,Yassin,Kamel,7,Zamalek,Inactive,2025-08-26,3,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9300,1061,528,2024-08-15,2024-09-02,Ziad,Fahmy,9,Zamalek,Inactive,2023-04-27,10,The Glass Beehive,Mona Kholoussy,Nature,114,2010,Delta House
9364,1077,513,2024-08-18,2024-09-07,Lina,Rashad,6,Shubra,Active,2023-07-08,6,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9035,1020,501,2024-08-01,2024-08-23,Rana,Fouad,6,Maadi,Active,2025-12-04,7,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9382,1076,507,2025-02-26,2025-03-08,Dina,Wahba,7,Shubra,Active,2025-12-13,7,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9133,1034,519,2025-05-28,2025-06-24,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9276,1050,514,2025-06-28,2025-07-08,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023,Cairo Young Readers
9104,1018,507,2024-05-15,Unknown,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9367,1079,507,2024-03-19,2024-03-28,Rana,Osman,8,Shubra,Active,2024-10-27,10,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9373,1079,508,2024-03-20,2024-04-19,Rana,Osman,8,Shubra,Active,2024-10-27,10,The Quiet Observatory,Dalia Serry,Science,306,2011,Oasis Books
9217,1047,530,2024-04-07,Unknown,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Sandstone Key,Sara Tantawy,Adventure,208,2012,Oasis Books
9022,1010,507,2025-11-14,2025-12-03,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9065,1016,509,2024-12-21,Unknown,Dina,Rashad,8,Maadi,Active,2023-04-24,7,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press
9099,1018,506,2025-10-10,2025-11-09,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9109,1034,512,2024-08-20,2024-09-14,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,The Cartographer's Cat,Farida Anwar,Adventure,238,2022,Delta House
9086,1018,501,2024-06-20,2024-06-29,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9089,1010,507,2025-06-22,2025-07-22,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9230,1050,501,2025-09-10,2025-10-07,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9062,1010,520,2024-07-28,2024-08-26,Nour,Nabil,6,Maadi,Active,2024-05-15,18,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009,Oasis Books
9076,1008,529,2025-12-12,2025-12-20,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,Riddles of the Red Sea,Sara Tantawy,Mystery,298,2017,Cairo Young Readers
9265,1049,513,2024-08-12,2024-09-10,Ahmed,Gamal,6,Heliopolis,Active,2023-06-10,2,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9258,1050,529,2025-12-07,2025-12-21,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Riddles of the Red Sea,Sara Tantawy,Mystery,298,2017,Cairo Young Readers
9203,1057,501,2025-10-25,Unknown,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9041,1010,506,2025-02-22,2025-03-19,Nour,Nabil,6,Maadi,Active,2024-05-15,18,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9154,1030,525,2025-05-18,2025-05-26,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Storms and Sailboats,Mahmoud Rafei,Adventure,297,2015,Oasis Books
9285,1071,513,2025-02-24,Unknown,Jana,Hegazy,8,Zamalek,Active,2024-09-27,2,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9121,1027,522,2025-02-24,2025-03-14,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers
9244,1050,507,2025-04-23,2025-05-06,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9275,1047,507,2025-09-21,2025-10-08,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9215,1044,507,2024-02-07,Unknown,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9268,1047,503,2025-06-16,2025-07-14,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Lantern Maker,Adel Roushdy,Historical,259,2017,Nile Press
9314,1072,522,2024-08-13,2024-09-02,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers
9299,1072,521,2024-01-04,2024-01-23,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,A Garden of Equations,Karim Elwy,Science,211,2024,Cairo Young Readers
9353,1075,528,2025-12-13,2025-12-30,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,The Glass Beehive,Mona Kholoussy,Nature,114,2010,Delta House
9117,1026,501,2025-09-13,Unknown,Nada,Saleh,7,Nasr City,Inactive,2023-11-16,4,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9212,1044,512,2024-09-14,Unknown,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,The Cartographer's Cat,Farida Anwar,Adventure,238,2022,Delta House
9278,1047,506,2024-03-12,2024-04-02,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9177,1027,513,2024-01-18,Unknown,Mostafa,Fouad,9,Nasr City,Active,2023-09-25,18,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9044,1018,503,2024-10-07,Unknown,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,The Lantern Maker,Adel Roushdy,Historical,259,2017,Nile Press
9329,1062,513,2025-03-06,Unknown,Tarek,Adel,7,Zamalek,Active,2023-01-22,8,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9078,1008,521,2024-09-21,2024-10-12,Ziad,Saleh,8,Maadi,Active,2025-10-28,19,A Garden of Equations,Karim Elwy,Science,211,2024,Cairo Young Readers
9032,1011,501,2024-11-24,2024-12-11,Menna,Halim,8,Maadi,Active,2024-04-22,2,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9289,1072,522,2025-09-09,2025-09-19,Seif,Zaki,9,Zamalek,Active,2025-10-21,14,The Puzzle Merchant,Karim Elwy,Mystery,104,2016,Cairo Young Readers
9138,1039,516,2025-08-22,2025-08-31,Nada,Riad,7,Nasr City,Active,Unknown,2,The Beekeeper's Almanac,Hoda Bakry,Nature,241,2010,Nile Press
9306,1074,510,2024-08-03,2024-08-10,Mostafa,Saleh,8,Zamalek,Active,2025-11-21,2,The Missing Metronome,Diaa Sultan,Mystery,134,2013,Cairo Young Readers
9239,1050,519,2025-02-10,2025-02-22,Fares,Adel,6,Heliopolis,Inactive,2025-09-10,11,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9226,1044,519,2025-03-18,Unknown,Sherif,Saleh,7,Heliopolis,Active,2024-02-19,21,Kites Over Cairo,Jasmine Wahdan,Friendship,157,2014,Nile Press
9135,1034,506,2025-01-12,2025-01-28,Aya,Wahba,9,Nasr City,Active,2025-01-22,25,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9023,1018,503,2025-08-04,2025-08-27,Ahmed,Shafik,9,Maadi,Active,2023-01-28,17,The Lantern Maker,Adel Roushdy,Historical,259,2017,Nile Press
9229,1047,501,2025-11-16,2025-12-08,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9096,1022,501,2025-02-17,2025-03-17,Youssef,Fouad,7,Maadi,Active,2025-02-28,7,The Silver Kite,Amina Darwish,Adventure,128,2017,Nile Press
9312,1068,506,2025-12-01,Unknown,Layla,Hegazy,8,Zamalek,Inactive,2025-02-24,6,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9196,1030,526,2025-01-15,2025-02-02,Reem,Osman,9,Nasr City,Active,2025-04-01,16,The Clockwork Orchard,Mahmoud Rafei,Science Fiction,125,2016,Delta House
9190,1030,502,2025-12-04,2025-12-18,Reem,Osman,9,Nasr City,Active,2025-04-01,16,Desert Compass,Amina Darwish,Adventure,109,2018,Delta House
9095,1002,507,2024-06-25,2024-07-07,Fares,Saleh,9,Maadi,Active,Unknown,3,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9199,1053,518,2024-11-28,2024-12-08,Adam,Shafik,9,Heliopolis,Active,2024-01-03,5,The Ninth Lighthouse,Hani Nagati,Adventure,163,2011,Delta House
9279,1047,514,2025-07-06,2025-07-28,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023,Cairo Young Readers
9047,1007,507,2024-10-11,2024-10-24,Sherif,Fouad,6,Maadi,Active,2025-08-18,4,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9351,1075,514,2024-01-03,2024-01-28,Malak,Fahmy,7,Shubra,Active,2024-10-28,9,The Robot in Row Nine,Galal Mounir,Science Fiction,328,2023,Cairo Young Readers
9251,1046,507,2024-06-09,Unknown,Amir,Fouad,7,Heliopolis,Active,2025-12-11,1,Fossils and Fireflies,Dalia Serry,Science,160,2024,Nile Press
9242,1047,520,2025-06-01,2025-07-01,Sara,Rashad,9,Heliopolis,Inactive,2024-06-25,16,The Copper Telescope,Jasmine Wahdan,Science Fiction,136,2009,Oasis Books
9204,1057,506,2024-02-20,2024-03-15,Ahmed,Fahmy,8,Heliopolis,Active,2024-01-12,10,The Paper Boat Club,Aya Hafez,Friendship,183,2017,Nile Press
9158,1040,513,2025-03-07,2025-03-24,Dina,Adel,9,Nasr City,Active,2025-12-26,2,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9060,1010,527,2024-05-20,2024-05-28,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Notes from the Delta,Mona Kholoussy,Nature,328,2017,Delta House
9243,1060,513,2025-09-13,2025-10-09,Layla,Wahba,7,Heliopolis,Active,2024-03-26,2,Circuits for Beginners,Galal Mounir,Science,294,2021,Oasis Books
9042,1010,509,2024-02-28,Unknown,Nour,Nabil,6,Maadi,Active,2024-05-15,18,Marbles and Mirrors,Diaa Sultan,Mystery,221,2011,Nile Press
